trip_id,user_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,purpose,route_points
10,4,2025-01-01T08:26:00,2025-01-01T08:48:54.766100,33.6977689090494,-84.40360202876654,33.790128490571774,-84.40567789069281,8.297305793856937,commute,"[(33.69706427613985, -84.40291726743634), (33.70760354372029, -84.40414849153778), (33.717448997168674, -84.40425114607766), (33.72835365538641, -84.40462567718771), (33.73980293432956, -84.40383851686241), (33.74996352043149, -84.4039636928743), (33.759056166014794, -84.4048045478607), (33.76938742791383, -84.40434597838195), (33.77891763415586, -84.4047726354913), (33.790675813643624, -84.40615863319148)]"
11,4,2025-01-01T17:21:00,2025-01-01T17:36:30.082933,33.790128490571774,-84.40567789069281,33.6977689090494,-84.40360202876654,8.297305793856937,commute,"[(33.79009649027422, -84.40660626548552), (33.78019811511385, -84.40541368928484), (33.77032189577118, -84.40613242134073), (33.75897177021193, -84.4055696881832), (33.74858433419237, -84.40472721000064), (33.738534244648, -84.4040239935235), (33.72913291971682, -84.40499933346734), (33.718672936209856, -84.40326027698636), (33.70705858540612, -84.40364059758082), (33.69875299534898, -84.404533743671)]"
12,5,2025-01-01T07:28:00,2025-01-01T07:31:13.245568,33.84320519982659,-84.39751766514617,33.841954395813026,-84.38080619859545,1.2517765661579814,commute,"[(33.84285282509937, -84.39728003983345), (33.84265082102393, -84.39597564086482), (33.842359373365944, -84.39398732716658), (33.84185384316192, -84.3918024034043), (33.84282873238788, -84.38993024752098), (33.843047870339994, -84.38897177588542), (33.84164051530552, -84.38590865872104), (33.84238180034059, -84.38470142010176), (33.84222331289576, -84.38197842768632), (33.84248300911169, -84.3817585349168)]"
13,5,2025-01-01T16:38:00,2025-01-01T16:44:46.244489,33.841954395813026,-84.38080619859545,33.84320519982659,-84.39751766514617,1.2517765661579814,commute,"[(33.84227793279958, -84.38054075366125), (33.84267485132712, -84.38295616628457), (33.84316106730557, -84.38477091463216), (33.84266136488116, -84.3855362816479), (33.84155926611262, -84.38838812143585), (33.8418198031651, -84.39106389464204), (33.84279575471046, -84.39290783981514), (33.842785804834485, -84.39355274816944), (33.84373289273711, -84.3954572701069), (33.84236602267024, -84.39806925982843)]"
14,6,2025-01-01T08:04:00,2025-01-01T08:38:52.871316,33.89482953300513,-84.2899900192974,33.78486294534399,-84.36925065063805,11.512104634880437,commute,"[(33.894566939082, -84.29064911250993), (33.88200068104237, -84.2987593436899), (33.87042930274532, -84.30781094692846), (33.857936209379886, -84.317104151403), (33.84633773638228, -84.32546509787522), (33.83385142174544, -84.33338644562473), (33.82127882037655, -84.34267586074313), (33.808603529611, -84.35128866598642), (33.7969767932272, -84.36069587557294), (33.78463968291417, -84.36863518770714)]"
15,6,2025-01-01T17:29:00,2025-01-01T17:55:01.382176,33.78486294534399,-84.36925065063805,33.89482953300513,-84.2899900192974,11.512104634880437,commute,"[(33.78457223065842, -84.36902723258262), (33.79800693693177, -84.36136499126128), (33.80936343521783, -84.35254300075454), (33.82109152789653, -84.34295042341547), (33.83319343208361, -84.33333928916905), (33.846475480159974, -84.3258769800622), (33.85849279345903, -84.31587265964151), (33.871009024256004, -84.30849949025918), (33.883314361996675, -84.29932163360633), (33.89451681320102, -84.28945466639651)]"
16,7,2025-01-01T07:06:00,2025-01-01T07:33:55.587980,33.76626198009166,-84.29561679395309,33.91089499876712,-84.36914031955124,14.101706055086414,commute,"[(33.766158611714104, -84.29548648453091), (33.78325269775614, -84.30300177156927), (33.7984284717272, -84.31183976746699), (33.814801628946284, -84.3195882202943), (33.82986572322439, -84.32792120048458), (33.84621050185803, -84.33568729525057), (33.86210138894824, -84.34431804245244), (33.8793713159145, -84.3531216463509), (33.895707175156495, -84.36000380946739), (33.91146187097211, -84.36995944228093)]"
17,7,2025-01-01T17:56:00,2025-01-01T18:33:49.595204,33.91089499876712,-84.36914031955124,33.78381161118477,-84.30908753282979,12.262409806817054,errand,"[(33.911800007739366, -84.36888986835817), (33.895786897392135, -84.36238755909645), (33.88285229352799, -84.35660331599945), (33.86821756627071, -84.34819446697168), (33.85365713195862, -84.34248091124205), (33.841028420833304, -84.33575167930972), (33.82680267875339, -84.32828380291143), (33.812103816483855, -84.32194871788397), (33.79883074508163, -84.31589316942012), (33.78450743116653, -84.30902746037529)]"
18,7,2025-01-01T18:33:49.595204,2025-01-01T18:44:36.552932,33.78381161118477,-84.30908753282979,33.76626198009166,-84.29561679395309,1.8698534776719606,commute,"[(33.78347554238886, -84.30840474853619), (33.78194454250239, -84.30720394401223), (33.78046594661963, -84.3054700140126), (33.77764528320579, -84.30373542566606), (33.77518511258932, -84.30344480956754), (33.77360304106813, -84.30248670200601), (33.77224094066065, -84.30073572682319), (33.77083398181543, -84.29905411521793), (33.76899266725534, -84.29690325076739), (33.76577436560355, -84.296414622501)]"
19,8,2025-01-01T08:04:00,2025-01-01T08:35:07.490527,33.77663436591128,-84.29058968701463,33.85859538518897,-84.38452911791123,10.16561415017282,commute,"[(33.77643557276521, -84.28989485160537), (33.78594536964446, -84.30067131486474), (33.794110996147154, -84.31190886928863), (33.80425692117295, -84.32189282716277), (33.81251427284832, -84.33200258562847), (33.822959859459374, -84.34256669174542), (33.830775622861985, -84.35398615676468), (33.84061399779966, -84.36373047765218), (33.84934314359267, -84.37496266559194), (33.859490630339366, -84.38533282332271)]"
20,8,2025-01-01T18:15:00,2025-01-01T18:36:46.683896,33.85859538518897,-84.38452911791123,33.77663436591128,-84.29058968701463,10.16561415017282,commute,"[(33.857648060465486, -84.38427846541776), (33.849650405331204, -84.37385239406741), (33.8395237406409, -84.36368952017298), (33.83125684011292, -84.35379888487282), (33.82215018046241, -84.34180716054817), (33.81235309617102, -84.33187891364321), (33.802970252242126, -84.32166360123354), (33.79461584438014, -84.31093841857835), (33.78544856403145, -84.30095254503702), (33.775808116822745, -84.29051631316645)]"
21,9,2025-01-01T08:34:00,2025-01-01T08:45:24.285149,33.789384654318965,-84.39424156309545,33.761517667110056,-84.39369357951549,2.5033831887766698,commute,"[(33.78895804972224, -84.39381234953491), (33.78681459390384, -84.39384765968474), (33.783935423085154, -84.39489385494728), (33.780137832189375, -84.39386187724848), (33.77715003770314, -84.39312514159226), (33.77448413302481, -84.39353667969023), (33.771167990138586, -84.39392610111447), (33.7682070984717, -84.39323631858427), (33.76548144677918, -84.39422499733001), (33.76135286443539, -84.39304736383204)]"
22,9,2025-01-01T18:13:00,2025-01-01T18:32:16.411480,33.761517667110056,-84.39369357951549,33.789384654318965,-84.39424156309545,2.5033831887766698,commute,"[(33.7624726146087, -84.39298773627125), (33.76554994686698, -84.3939665032597), (33.76761897985131, -84.39394740539653), (33.770673912631494, -84.39410282210072), (33.77293377141449, -84.39390589953916), (33.7762958700983, -84.39433551307836), (33.77959467670971, -84.39454910429035), (33.78250728078793, -84.39419671838544), (33.787152144239464, -84.39475915864517), (33.789671318176794, -84.39375955365344)]"
23,10,2025-01-01T07:57:00,2025-01-01T08:17:33.411182,33.86987512729502,-84.48460083506048,33.92424986964737,-84.3630754116663,10.292901916599106,commute,"[(33.870103161969794, -84.48404150494007), (33.87576045208169, -84.47123239869191), (33.882885202066966, -84.45849413854108), (33.88716780981607, -84.44370457063727), (33.89418268719709, -84.4307032347776), (33.89932645689148, -84.41754186387065), (33.905188221473495, -84.40326961412296), (33.9125630111001, -84.39081107962629), (33.918580809455236, -84.37743309848777), (33.92459533972466, -84.36262775726121)]"
24,10,2025-01-01T16:42:00,2025-01-01T17:34:33.225283,33.92424986964737,-84.3630754116663,33.69149287958072,-84.38419120382649,20.965846986826623,errand,"[(33.9243713136179, -84.36278687735611), (33.89835834482895, -84.36618197565407), (33.87274429221716, -84.3687298724371), (33.84759722664503, -84.37101475180053), (33.82005721487659, -84.37255588614835), (33.79557900634734, -84.37494293398598), (33.769379977223124, -84.37630795921638), (33.74247475343191, -84.38020052945059), (33.71737435549751, -84.38256614043073), (33.69163751683828, -84.38439052523434)]"
25,10,2025-01-01T17:34:33.225283,2025-01-01T18:11:01.155642,33.69149287958072,-84.38419120382649,33.86987512729502,-84.48460083506048,17.68941279597232,commute,"[(33.690962396964984, -84.38421413985436), (33.71184344451286, -84.39576380262125), (33.7314321543801, -84.40722840223457), (33.750627811898916, -84.41766137825887), (33.77070792804185, -84.42980681250609), (33.79033633987105, -84.43912420226576), (33.81123292741383, -84.45202380741279), (33.830092473367614, -84.46180302135375), (33.84922205254807, -84.4733300333452), (33.86897389456864, -84.48398846592939)]"
26,11,2025-01-01T08:06:00,2025-01-01T08:16:12.832619,33.755377442494066,-84.31832876633611,33.73919297742577,-84.37818852903439,4.70109857594221,commute,"[(33.75616697537591, -84.3193010523117), (33.754104406099806, -84.32496788472437), (33.752292535028324, -84.33138467305464), (33.750949933972116, -84.33926378554996), (33.74908955059426, -84.34565813208751), (33.74595050315108, -84.35154339766831), (33.74431188100256, -84.35808308819301), (33.742194361092444, -84.36437981875243), (33.74013706045571, -84.37063809117886), (33.73905058182859, -84.3772404097775)]"
27,11,2025-01-01T18:16:00,2025-01-01T18:25:53.299385,33.73919297742577,-84.37818852903439,33.755377442494066,-84.31832876633611,4.70109857594221,commute,"[(33.74005455393386, -84.3788515661689), (33.74168187642457, -84.37085998742732), (33.74281886258306, -84.36466849059282), (33.743830177089535, -84.35780877411861), (33.74692298074701, -84.35138967813297), (33.747984866227235, -84.34489423220579), (33.7494948828135, -84.33811076306263), (33.75268929598929, -84.3320736773187), (33.753547821290546, -84.3246803141381), (33.7556548532814, -84.3176711686186)]"
28,12,2025-01-01T08:31:00,2025-01-01T08:46:28.552082,33.768803857207274,-84.39212901762654,33.78992669836718,-84.41746938038956,2.6793321451784093,commute,"[(33.76882751664683, -84.39166732216488), (33.771146046500625, -84.39464839518479), (33.77423629143242, -84.39862449638247), (33.77537503914527, -84.40107187760225), (33.778336120535236, -84.40252880670727), (33.781428881860606, -84.40603595915812), (33.7826161305106, -84.4099815369256), (33.78587284385767, -84.41187857032214), (33.78837009938471, -84.41497863445636), (33.79018529075653, -84.41806186565745)]"
29,12,2025-01-01T18:30:00,2025-01-01T18:34:05.588282,33.78992669836718,-84.41746938038956,33.768803857207274,-84.39212901762654,2.6793321451784093,commute,"[(33.79004928836969, -84.41664291508312), (33.78709683805437, -84.41416624234716), (33.78571337078925, -84.41162287238298), (33.78247959174231, -84.4095518521624), (33.780052629400686, -84.40527521174444), (33.77774388677459, -84.40397976682732), (33.776781808007975, -84.4006473275612), (33.77377422491062, -84.39804647552707), (33.770592266520445, -84.39514454310641), (33.768734920089116, -84.39141827693803)]"
30,13,2025-01-01T08:03:00,2025-01-01T08:44:04.364061,33.65205467703656,-84.43362595944065,33.861935186598515,-84.39489542134498,19.07232164567576,commute,"[(33.65121440533057, -84.43373920402624), (33.67555068050791, -84.4291411716092), (33.69952535641123, -84.42459690392853), (33.72204267405139, -84.4213559446815), (33.745424998616535, -84.41656309422277), (33.76921785801435, -84.41216415224767), (33.79161543387027, -84.40701865195673), (33.81613938215756, -84.40395373507926), (33.83815256458629, -84.39921933621743), (33.86150811038173, -84.39459342085257)]"
31,13,2025-01-01T17:42:00,2025-01-01T18:34:52.172015,33.861935186598515,-84.39489542134498,33.65205467703656,-84.43362595944065,19.07232164567576,commute,"[(33.862751449550274, -84.39515607649444), (33.8392451857834, -84.39916462628052), (33.81599841218146, -84.40360615856818), (33.792960716787334, -84.40807638255038), (33.768350781622985, -84.41119299977304), (33.74510060251483, -84.4169201016031), (33.72144982628317, -84.42058901258805), (33.697695428220584, -84.42589728569861), (33.67505115847242, -84.42935433836742), (33.651094843565325, -84.43429628011992)]"
32,14,2025-01-01T08:31:00,2025-01-01T08:29:31.729897,33.79195924341967,-84.40295500622248,33.77481662025356,-84.3983739559099,1.5772955219007256,commute,"[(33.79198618326005, -84.40224401659935), (33.79016751758636, -84.4033927398209), (33.7881353468162, -84.40186240025623), (33.78706924981701, -84.40209871464005), (33.78406168906852, -84.40188685928685), (33.78149691666702, -84.39958834462121), (33.78076827993201, -84.40005854666984), (33.7792545230487, -84.39877185838058), (33.777315226701674, -84.3988273892731), (33.774158306237425, -84.39809681318364)]"
33,14,2025-01-01T18:06:00,2025-01-01T18:04:10.223747,33.77481662025356,-84.3983739559099,33.79195924341967,-84.40295500622248,1.5772955219007256,commute,"[(33.774997562009794, -84.39932435378587), (33.77647154696769, -84.39859561352203), (33.77838797176356, -84.39981948560299), (33.78023137616426, -84.40001711955065), (33.782821021551186, -84.4007768920483), (33.78485945848736, -84.40060720843726), (33.78648890199786, -84.4014663666943), (33.78896912177185, -84.4029281372683), (33.790672169472685, -84.40175607299071), (33.7926391503655, -84.40338165320087)]"
34,15,2025-01-01T08:05:00,2025-01-01T08:31:02.880926,33.692794378246525,-84.38029219274323,33.780065741561,-84.36288153441602,7.945973714692292,commute,"[(33.69220810453408, -84.38094596942693), (33.701784549477864, -84.3790452779457), (33.71263203897104, -84.37650138990459), (33.72199399353843, -84.37447574119214), (33.73219320439272, -84.3721052009767), (33.74094296881814, -84.37111965762834), (33.75061985489864, -84.36949733241823), (33.76117702807565, -84.36713475027662), (33.7708917432666, -84.36529804683244), (33.78097260868362, -84.36373167407696)]"
35,15,2025-01-01T16:34:00,2025-01-01T16:52:16.026829,33.780065741561,-84.36288153441602,33.692794378246525,-84.38029219274323,7.945973714692292,commute,"[(33.77919025771835, -84.36238409204796), (33.77045543741332, -84.36521695251422), (33.76152538143065, -84.36576719676947), (33.7510596679978, -84.36879548836995), (33.740967736795376, -84.37091349481584), (33.73104242217429, -84.37166630194211), (33.72172088041555, -84.37505215929143), (33.711342237380265, -84.37542638924953), (33.70156574841609, -84.37884178789054), (33.69205140154786, -84.37957279593938)]"
36,16,2025-01-01T08:17:00,2025-01-01T08:19:23.935375,33.85021207865939,-84.36599032860906,33.84288276874443,-84.39258078561167,2.090024145829449,commute,"[(33.85102156558224, -84.36640930929595), (33.84961608119403, -84.36858420723618), (33.849566775767116, -84.37285437621698), (33.847992716029964, -84.37437849796383), (33.84739978117282, -84.37872731371867), (33.84635937030651, -84.3814984790499), (33.84503582269791, -84.38417119794882), (33.84371069585522, -84.38757849876527), (33.84368737259014, -84.3899020087546), (33.8427025765023, -84.39287861605321)]"
37,16,2025-01-01T17:00:00,2025-01-01T17:35:54.322299,33.84288276874443,-84.39258078561167,33.723200505142024,-84.47200515481329,12.276839792643552,errand,"[(33.84249997065493, -84.39254901214382), (33.83042231946861, -84.40052228986018), (33.815376752725435, -84.40992436025844), (33.803423620842906, -84.4191198504269), (33.790537236633874, -84.42711665155451), (33.77617145517786, -84.43599184536497), (33.76266052654251, -84.44536230795065), (33.75014315009993, -84.45351875158826), (33.73583615189924, -84.46228986455631), (33.72358976383221, -84.47155454304273)]"
38,16,2025-01-01T17:35:54.322299,2025-01-01T18:02:39.309524,33.723200505142024,-84.47200515481329,33.85021207865939,-84.36599032860906,13.884688860069296,commute,"[(33.72311567251168, -84.47298231719165), (33.73748860575066, -84.45986049454214), (33.751675650266655, -84.44811744822997), (33.764986445266054, -84.43605999779659), (33.77951483883902, -84.42543418268245), (33.79385610365085, -84.41342556627434), (33.808756128041246, -84.40035691355256), (33.82227594326521, -84.38985800221919), (33.836396271906246, -84.37740637502968), (33.85095421817928, -84.36579204182691)]"
39,17,2025-01-01T07:33:00,2025-01-01T07:57:37.342082,33.867632784481856,-84.46908353263613,33.800435177649625,-84.39438002292518,8.215610668948306,commute,"[(33.86826763042825, -84.46860932212721), (33.86087094284819, -84.46087319128503), (33.85305601586243, -84.45345216421444), (33.84429179983072, -84.44493525900906), (33.838207264996704, -84.43572028924538), (33.82949818883273, -84.42795139157846), (33.82249626777076, -84.41829363399236), (33.81559787919369, -84.41077427143529), (33.80758927666004, -84.4020213691089), (33.80137048061313, -84.39497039654144)]"
40,17,2025-01-01T17:15:00,2025-01-01T17:33:41.635999,33.800435177649625,-84.39438002292518,33.867632784481856,-84.46908353263613,8.215610668948306,commute,"[(33.800382390874496, -84.39451318406186), (33.807017963302016, -84.40206801047466), (33.815664690845665, -84.41001534210999), (33.82309557486219, -84.41907808198347), (33.831202001256486, -84.42735884676685), (33.837891302668616, -84.43641529445087), (33.844233970914225, -84.4443384678482), (33.85342142364401, -84.4533524004333), (33.860396156648214, -84.46105770113337), (33.86855909827129, -84.4683581392131)]"
41,18,2025-01-01T08:41:00,2025-01-01T08:43:58.529684,33.85246661057446,-84.3686917054462,33.83728645462951,-84.37449320126214,1.4305414784808732,commute,"[(33.85225494200161, -84.3691012769755), (33.851292514517844, -84.36922633319708), (33.84968555982145, -84.3703593375383), (33.847435922267785, -84.3707024961075), (33.84491556398733, -84.37195088040775), (33.843411726300296, -84.37198159959999), (33.8431561895364, -84.3731163484353), (33.84073986134837, -84.37342769069083), (33.83926185531319, -84.37303566570218), (33.83804078644827, -84.3746397721001)]"
42,18,2025-01-01T18:27:00,2025-01-01T18:47:10.397830,33.83728645462951,-84.37449320126214,33.87463847612886,-84.39490848993925,3.68442631607337,errand,"[(33.83712008294758, -84.37429727456465), (33.84087033045795, -84.37587983627387), (33.84585914240248, -84.3789760875847), (33.84993314076358, -84.3809553702089), (33.853176732652145, -84.38260454191509), (33.85787610451422, -84.38607312615987), (33.861763284133566, -84.38883012448848), (33.86665505910035, -84.3895583328406), (33.86951984627446, -84.39263604613684), (33.87467671434724, -84.39434217720193)]"
43,18,2025-01-01T18:47:10.397830,2025-01-01T18:47:58.478150,33.87463847612886,-84.39490848993925,33.85246661057446,-84.3686917054462,2.790978903793267,commute,"[(33.875440790049645, -84.39568955561087), (33.872634961511395, -84.39196801303986), (33.86959905123256, -84.38811335271804), (33.86815796914544, -84.38655161903392), (33.86504454103431, -84.38237166507128), (33.86185119180922, -84.3799508766783), (33.86012196655842, -84.37784049393609), (33.85759521362842, -84.37541062587233), (33.855037452738145, -84.37143864356109), (33.8518158800856, -84.36945497970382)]"
44,19,2025-01-01T07:58:00,2025-01-01T08:26:20.508287,33.802476830990834,-84.40426997207982,33.941721016021845,-84.3629963420874,12.880290231282189,commute,"[(33.803440162631276, -84.40484972908779), (33.817841230773844, -84.40018034629492), (33.83302848703614, -84.39562864324458), (33.84921911679423, -84.39018507047679), (33.863532793407515, -84.38677771859794), (33.88014292442609, -84.38199302455044), (33.89506493371169, -84.37629323680402), (33.90987981898559, -84.37198276943809), (33.9261575841243, -84.3681048242143), (33.94107760473204, -84.36275876660936)]"
45,19,2025-01-01T16:52:00,2025-01-01T17:32:23.007143,33.941721016021845,-84.3629963420874,33.802476830990834,-84.40426997207982,12.880290231282189,commute,"[(33.94133773233323, -84.3627723979582), (33.92561580203996, -84.36675924003231), (33.91093530421992, -84.37122645668319), (33.89447753609149, -84.37647974497186), (33.8808025640503, -84.38035233556117), (33.864011970800696, -84.38530664521494), (33.84922713625958, -84.38958720209688), (33.83311023073734, -84.3951490383158), (33.818046980740576, -84.3988920340038), (33.80189601317025, -84.40428143392516)]"
46,20,2025-01-01T08:15:00,2025-01-01T08:31:44.154227,33.89283436438935,-84.29376365118448,33.939568660088156,-84.34935573646017,5.8984485114874445,commute,"[(33.89275131418974, -84.29407832866411), (33.89896000014347, -84.30043813744527), (33.90286382451913, -84.30581945529691), (33.90773823345773, -84.31315224649562), (33.91430756901258, -84.31765899399188), (33.919725651699316, -84.32368407107595), (33.923808863661826, -84.33130326444761), (33.92850847972648, -84.33755463452681), (33.93354960703283, -84.34308824043582), (33.93876229165911, -84.34845807299789)]"
47,20,2025-01-01T17:37:00,2025-01-01T17:47:34.496033,33.939568660088156,-84.34935573646017,33.89283436438935,-84.29376365118448,5.8984485114874445,commute,"[(33.938917553366146, -84.34948349565771), (33.93523313500094, -84.3434362293227), (33.92928833815242, -84.33645178059017), (33.924309819979776, -84.33052553709683), (33.91940330774993, -84.32434618082492), (33.91434865895713, -84.3192139768491), (33.909188707886855, -84.31200422453702), (33.90379923005763, -84.30694504732996), (33.89790219794906, -84.29961336436769), (33.892092888270184, -84.29474429316215)]"
48,21,2025-01-01T07:59:00,2025-01-01T08:28:56.314938,33.88418626275179,-84.47027304107348,33.759057883294744,-84.39424271617045,12.58998677000843,commute,"[(33.88417015713877, -84.4711432425218), (33.87038060421005, -84.46204097241716), (33.85719234527485, -84.45305801008021), (33.84347028910013, -84.44442229909474), (33.82841583240202, -84.43713001822351), (33.8155973402244, -84.42874464463311), (33.799959231781074, -84.41989935765272), (33.78613729610907, -84.41167522344077), (33.77304377433109, -84.40289304583716), (33.758216722845674, -84.39408808897508)]"
49,21,2025-01-01T17:59:00,2025-01-01T18:24:20.791396,33.759057883294744,-84.39424271617045,33.88418626275179,-84.47027304107348,12.58998677000843,commute,"[(33.7592955230021, -84.39452670894593), (33.772487375870135, -84.40268846117553), (33.78626645115363, -84.41065638864261), (33.80039076277741, -84.41896677869867), (33.81429118052845, -84.42830268632706), (33.82849558426695, -84.4364056702511), (33.842402814806434, -84.4443105814273), (33.855807916071335, -84.45274136902792), (33.86946860277378, -84.46268517894542), (33.88357581470108, -84.46990062056872)]"
50,22,2025-01-01T07:16:00,2025-01-01T07:37:59.777144,33.650450085389835,-84.45973064606117,33.786999089734806,-84.39682098672247,13.134715613326707,commute,"[(33.65129242310192, -84.46019103502279), (33.66596382948116, -84.45322470871957), (33.68164015985558, -84.44510638627074), (33.69635256563245, -84.4386232101939), (33.711866702400975, -84.43142696810965), (33.72550235350342, -84.42545884548981), (33.74089018235706, -84.41869888545608), (33.75646591361717, -84.41089334388529), (33.77254855785802, -84.4033109782884), (33.78672339986392, -84.39647042009909)]"
51,22,2025-01-01T17:02:00,2025-01-01T17:26:17.896528,33.786999089734806,-84.39682098672247,33.778203305121245,-84.27570171764214,9.076640259714722,errand,"[(33.787764909645794, -84.39753554604391), (33.78645206035815, -84.3838484699705), (33.784583827058675, -84.3708007542745), (33.78333858530732, -84.35659506192334), (33.782798274742454, -84.34334990669183), (33.78280490487327, -84.33019228109148), (33.78119680981868, -84.31570036258793), (33.78025160094268, -84.30170992766325), (33.78000969334488, -84.28912834305048), (33.778354717405854, -84.27522791319669)]"
